Sensor ID,13_10000_middle,13_16800_middle,13_3000_middle,13_6000_middle,13_8000_middle,18_10000_middle,18_16800_middle,18_3000_middle,18_6000_middle,18_8000_middle,23_10000_middle,23_16800_middle,23_3000_middle,23_6000_middle,23_8000_middle,28_10000_middle,28_16800_middle,28_3000_middle,28_6000_middle,28_8000_middle,33_10000_middle,33_16800_middle,33_3000_middle,33_6000_middle,33_8000_middle,38_10000_middle,38_16800_middle,38_3000_middle,38_6000_middle,38_8000_middle,43_10000_middle,43_16800_middle,43_3000_middle,43_6000_middle,43_8000_middle,48_10000_middle,48_16800_middle,48_3000_middle,48_6000_middle,48_8000_middle,53_10000_middle,53_16800_middle,53_3000_middle,53_6000_middle,53_8000_middle,13_10000_lower,13_16800_lower,13_3000_lower,13_6000_lower,13_8000_lower,18_10000_lower,18_16800_lower,18_3000_lower,18_6000_lower,18_8000_lower,23_10000_lower,23_16800_lower,23_3000_lower,23_6000_lower,23_8000_lower,28_10000_lower,28_16800_lower,28_3000_lower,28_6000_lower,28_8000_lower,33_10000_lower,33_16800_lower,33_3000_lower,33_6000_lower,33_8000_lower,38_10000_lower,38_16800_lower,38_3000_lower,38_6000_lower,38_8000_lower,43_10000_lower,43_16800_lower,43_3000_lower,43_6000_lower,43_8000_lower,48_10000_lower,48_16800_lower,48_3000_lower,48_6000_lower,48_8000_lower,53_10000_lower,53_16800_lower,53_3000_lower,53_6000_lower,53_8000_lower,13_10000_upper,13_16800_upper,13_3000_upper,13_6000_upper,13_8000_upper,18_10000_upper,18_16800_upper,18_3000_upper,18_6000_upper,18_8000_upper,23_10000_upper,23_16800_upper,23_3000_upper,23_6000_upper,23_8000_upper,28_10000_upper,28_16800_upper,28_3000_upper,28_6000_upper,28_8000_upper,33_10000_upper,33_16800_upper,33_3000_upper,33_6000_upper,33_8000_upper,38_10000_upper,38_16800_upper,38_3000_upper,38_6000_upper,38_8000_upper,43_10000_upper,43_16800_upper,43_3000_upper,43_6000_upper,43_8000_upper,48_10000_upper,48_16800_upper,48_3000_upper,48_6000_upper,48_8000_upper,53_10000_upper,53_16800_upper,53_3000_upper,53_6000_upper,53_8000_upper
32,765.6262626262626,765.6938775510204,765.64,765.56,766.12,1057.28,821.2,1057.6262626262626,1057.44,1057.52,1331.92,1346.72,1330.24,1331.44,1331.48,1620.2,1622.08,1619.0,1600.6,1620.3488372093022,1929.0,1923.4,1929.28,1928.88,1929.0,2188.08,2179.48,2187.84,2187.8,2188.08,2511.0,2509.625,2509.44,2509.76,2511.0,2765.2,2771.2,2765.315789473684,2765.52,2765.16,3090.1111111111113,3088.12,3090.48,3089.56,3090.0,0.0,741.0,0.0,0.0,0.0,0.0,0.0,1047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1618.012987012987,890.2,1595.5714285714287,0.0,0.0,0.0,0.0,0.0,0.0,2111.0,0.0,0.0,0.0,2507.0,2393.0,0.0,0.0,2506.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620.121951219512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2239.0,0.0,0.0,0.0,2515.0,0.0,0.0,0.0,2515.4444444444443,0.0,0.0,2787.8333333333335,0.0,0.0,3099.0,0.0,0.0,0.0,0.0
33,755.0,779.530612244898,736.64,779.2758620689655,755.4675324675325,1024.8181818181818,1035.64,1024.7777777777778,1025.72,1024.8,1319.0,1319.0,1318.0707070707072,1319.0,1319.0,1579.969696969697,1595.28,1579.2828282828282,1579.68,1579.7422680412371,1895.0454545454545,1899.96,1905.32,1895.0481927710844,1894.9555555555555,2171.12,2179.9684210526316,2161.843373493976,2178.44,2175.4,2456.0602409638554,2451.4,2457.4615384615386,2455.919540229885,2456.2380952380954,2725.8,2726.92,2739.0,2729.6,2729.04,3040.48,3016.896907216495,3042.0,3047.5714285714284,3049.0266666666666,754.4022988505748,755.0,0.0,755.3076923076923,747.0,0.0,0.0,0.0,0.0,0.0,1318.0,1318.0869565217392,0.0,1318.3258426966293,1318.2,0.0,0.0,0.0,0.0,1571.0,1887.0,0.0,0.0,1887.0,0.0,0.0,2135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2737.025316455696,0.0,0.0,0.0,0.0,0.0,3025.0,3024.6470588235293,755.8275862068965,0.0,0.0,0.0,779.1818181818181,1035.0,0.0,1035.0,0.0,0.0,1319.923076923077,1319.4050632911392,1347.0,1319.5176470588235,1319.7228915662652,1603.0,0.0,1603.0,0.0,1601.0,1919.3636363636363,0.0,0.0,1919.5,1918.2,0.0,0.0,2185.823529411765,0.0,0.0,2479.235294117647,0.0,2481.222222222222,2480.846153846154,2479.5,0.0,0.0,2740.037037037037,0.0,0.0,0.0,3073.6666666666665,0.0,3073.4,3074.0
34,665.68,658.92,675.989247311828,653.6823529411764,665.24,969.48,969.4691358024692,969.52,969.5858585858585,969.7070707070707,1258.0707070707072,1258.3734939759036,1258.36,1259.0,1257.52,1494.157894736842,1494.578947368421,1494.55,1495.0,1494.1724137931035,1843.08,1828.857142857143,1828.872340425532,1840.08,1829.6262626262626,2072.237113402062,2067.84,2095.913043478261,2083.56,2096.3164556962024,2363.6,2363.701030927835,2363.0,2363.0,2363.6,2641.16,2640.979797979798,2643.36,2642.04,2641.48,2941.04,2940.92,2944.3012048192772,2939.96,2948.090909090909,0.0,0.0,653.2857142857143,0.0,0.0,0.0,944.4736842105264,0.0,0.0,0.0,1231.0,1230.2941176470588,0.0,1257.964705882353,0.0,0.0,0.0,0.0,1491.0,0.0,0.0,1812.6,0.0,0.0,0.0,0.0,0.0,2074.4285714285716,0.0,2071.5714285714284,0.0,2343.0,2360.135802469136,2362.0243902439024,0.0,0.0,2615.0,0.0,0.0,0.0,0.0,0.0,2919.0,0.0,2923.0,0.0,0.0,0.0,677.9333333333333,0.0,0.0,0.0,0.0,979.0,979.0,0.0,0.0,0.0,1259.7692307692307,0.0,1522.6666666666667,1519.3333333333333,1519.0,1503.4705882352941,1521.7692307692307,0.0,1852.8181818181818,1852.3333333333333,0.0,1855.0,2093.6666666666665,0.0,2107.0,0.0,0.0,0.0,0.0,2364.0526315789475,2363.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,861.64,861.6262626262626,804.32,861.84,863.0,1012.3333333333334,1011.8,1012.72,1012.24,1012.3737373737374,1301.0869565217392,1301.4651162790697,1301.04,1300.6774193548388,1301.12,1653.24,1587.76,1613.0,1587.5360824742268,1636.311475409836,1924.2,1924.4,1924.2,1924.32,1924.2,2190.55,2182.92,2163.103896103896,2191.0,2189.88,2497.8,2423.122448979592,2497.36,2483.08,2475.0,2755.0,2777.813186813187,2755.0,2777.595744680851,2755.4186046511627,3014.76,3015.72,3029.8,3029.813186813187,3017.12,0.0,0.0,0.0,0.0,862.1515151515151,1003.0,0.0,0.0,0.0,0.0,0.0,1291.0,0.0,1291.0,0.0,1587.0,0.0,0.0,0.0,1587.8,0.0,0.0,0.0,0.0,0.0,2164.2,0.0,0.0,2190.157894736842,0.0,0.0,0.0,0.0,0.0,2474.1428571428573,2754.5897435897436,2719.0,2754.317073170732,2753.0,0.0,0.0,0.0,0.0,2998.5555555555557,0.0,0.0,871.0,0.0,0.0,863.1012658227849,0.0,0.0,0.0,0.0,1023.0,1351.0,1351.3076923076924,0.0,1349.4,0.0,0.0,0.0,0.0,1639.0,1666.3684210526317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2189.782608695652,2191.246913580247,0.0,0.0,2521.0,0.0,0.0,2477.6987951807228,2758.6521739130435,0.0,2756.8390804597702,0.0,2778.4285714285716,0.0,0.0,0.0,0.0,0.0
36,743.52,743.9620253164557,743.36,743.68,743.6,1067.0,1054.88,1064.4949494949494,1067.0,1067.0,1345.72,1353.44,1345.68,1345.5747126436781,1345.8,1618.0,1616.857142857143,1619.0,1619.0,1618.111111111111,1932.0105263157895,1950.28,1929.52,1942.44,1954.8072289156626,2210.6,2062.8315789473686,2211.56,2208.84,2196.4545454545455,2459.9166666666665,2388.2916666666665,2459.6,2459.84,2459.8,2770.0833333333335,2753.96,2763.16,2754.68,2769.608695652174,3085.712643678161,3077.44,3043.56,3047.9032258064517,1856.68,0.0,0.0,0.0,0.0,0.0,1066.2444444444445,0.0,1055.0,1066.1052631578948,1066.4074074074074,0.0,0.0,0.0,0.0,0.0,0.0,1595.0,1618.2083333333333,1618.121951219512,0.0,0.0,0.0,0.0,0.0,1928.8461538461538,0.0,0.0,0.0,0.0,2187.0,0.0,2255.0,0.0,0.0,0.0,2748.3333333333335,0.0,0.0,0.0,2746.0,3062.4285714285716,0.0,0.0,467.57142857142856,0.0,0.0,767.952380952381,0.0,0.0,0.0,1067.4819277108434,0.0,0.0,1068.2857142857142,1067.8636363636363,0.0,0.0,0.0,1368.8461538461538,0.0,0.0,1643.0,1619.1975308641975,1619.9156626506024,1627.0,1957.4,0.0,0.0,0.0,1963.0,0.0,2209.4,0.0,0.0,0.0,2484.0,2508.3333333333335,0.0,0.0,0.0,2779.0,0.0,0.0,0.0,0.0,3113.0,0.0,0.0,0.0,0.0
37,739.8080808080808,597.24,739.7272727272727,739.76,739.929292929293,975.6464646464647,975.5473684210526,984.84,975.7578947368421,975.4848484848485,1311.24,1307.888888888889,1311.0,1311.0,1311.046511627907,1586.4871794871794,1561.379746835443,1580.16,1586.4526315789474,1586.4105263157894,1903.0,1903.5301204819277,1903.0,1903.0,1903.0,2172.136842105263,1489.96,2196.590909090909,2182.24,2172.212121212121,2441.52,1360.6,2433.181818181818,2432.6623376623374,2433.488888888889,2719.0,323.1066666666667,2719.0,2719.186046511628,2719.5252525252527,3047.848484848485,383.7894736842105,3019.0,3018.1724137931033,405.59090909090907,715.0,0.0,731.0,0.0,731.0,0.0,0.0,0.0,0.0,967.0,0.0,512.7777777777778,1310.0,1309.952380952381,1287.0,1561.909090909091,473.75,0.0,1561.0,1563.0,1902.076923076923,1879.7058823529412,1902.4883720930231,1902.3023255813953,1902.2592592592594,0.0,0.0,2172.0,0.0,2163.0,0.0,0.0,0.0,0.0,0.0,2718.2,0.0,2717.9367088607596,0.0,0.0,0.0,0.0,3017.987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1006.2,0.0,995.0,0.0,0.0,1331.0,1312.0,1311.7710843373493,0.0,0.0,1587.8,0.0,1595.0,0.0,1904.1084337349398,0.0,1903.629213483146,1903.7058823529412,1903.9302325581396,2197.4,0.0,0.0,0.0,0.0,0.0,0.0,2463.0,2457.782608695652,2456.6,2720.5238095238096,2679.0,2720.0632911392404,2743.285714285714,2743.0,3075.0,3046.6666666666665,3020.1,3041.153846153846,2241.3333333333335
38,752.32,753.4,752.72,753.28,753.72,1067.8,1075.96,1102.36,1101.6666666666667,1102.125,1348.72,1348.0,1349.16,1348.84,1348.7373737373737,1649.84,1663.0,1663.0,1647.12,1614.16,1937.16,1937.16,1935.92,1936.92,1936.8,2171.547368421053,2171.0,2172.0,2192.12,2199.0,2433.8,2440.88,2435.0,2433.747474747475,2435.0,2725.6666666666665,2719.808510638298,2718.32,2719.24,2725.4615384615386,3053.595744680851,3035.28,3014.1827956989246,3014.0,421.8085106382979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.0,1044.0,0.0,0.0,0.0,0.0,1339.0,1583.0,1661.5714285714287,1662.358024691358,1583.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,2143.8,0.0,0.0,2192.5384615384614,0.0,0.0,2434.0344827586205,0.0,2434.296703296703,2702.6923076923076,2539.0,0.0,0.0,2703.0,3025.4,0.0,2993.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1663.7272727272727,1663.9655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2197.0,0.0,0.0,0.0,2200.1428571428573,0.0,0.0,2435.9876543209875,2443.0,2435.423529411765,0.0,0.0,0.0,0.0,0.0,3063.0,0.0,0.0,0.0,1862.3333333333333
39,865.989898989899,867.0,867.0,865.6,864.84,1071.0,1071.0,1071.0,1071.0,1071.0,1323.0,1373.8354430379748,1373.8817204301076,1340.3877551020407,1323.0,1577.96,1578.560975609756,1579.0,1578.28,1578.04,1947.0,1947.0,1947.0,1947.0,1947.0,2239.0,2218.16,2239.0,2239.0,2239.0,2437.909090909091,2461.6206896551726,2439.0,2437.782608695652,2437.8282828282827,2694.44,2695.1348314606744,2695.0,2695.0,2695.0,2991.0,2991.5128205128203,2991.0,2995.742268041237,2991.0,0.0,866.1489361702128,866.1489361702128,0.0,0.0,1070.4352941176471,1070.6705882352942,1070.6455696202531,1070.7037037037037,1070.6543209876543,1322.139240506329,1323.3809523809523,0.0,0.0,1321.987341772152,0.0,0.0,1578.2608695652175,0.0,0.0,1943.8636363636363,1946.764705882353,1946.4545454545455,1945.8235294117646,1946.448275862069,2231.5789473684213,0.0,2238.7368421052633,2235.0,2238.6543209876545,0.0,2440.0,2437.9247311827958,0.0,0.0,0.0,0.0,2693.923076923077,2694.0,2693.9756097560976,2990.7894736842104,0.0,2990.8571428571427,0.0,2990.9,875.0,867.3373493975904,867.2962962962963,0.0,0.0,1071.7191011235955,1071.6451612903227,1071.9462365591398,1071.8936170212767,1071.8602150537633,1327.4761904761904,0.0,1441.2857142857142,1471.0,1324.1358024691358,0.0,1627.6666666666667,1579.4285714285713,0.0,0.0,1947.6265060240964,1947.6315789473683,1947.5393258426966,1947.7272727272727,1947.5842696629213,2240.655172413793,0.0,2240.0526315789475,2243.32,2239.8172043010754,2463.0,2486.1111111111113,2439.4102564102564,2462.5,2463.0,0.0,2719.7272727272725,2696.185185185185,2696.2345679012346,2695.9113924050635,2994.340206185567,3023.0,2991.7755102040815,3023.0,2993.408163265306
40,738.2,728.6190476190476,728.96,728.88,728.96,1041.5858585858587,1039.6382978723404,1040.2,1039.0,1042.76,1321.76,1308.8,1321.5454545454545,1321.64,1321.6,1593.96,1586.76,1593.72,1594.030303030303,1595.0,1932.7931034482758,1924.0,1943.4,1932.6907216494844,1941.04,2187.2,2178.04,2185.28,2182.6,2187.6,2444.2820512820513,2443.0,2456.4,2447.923076923077,2457.88,2763.0,2739.0,2762.7894736842104,2751.808988764045,2762.951219512195,3027.68,3031.0,3040.44,3009.3684210526317,3023.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,0.0,0.0,0.0,1295.0,0.0,0.0,0.0,0.0,0.0,0.0,1593.8837209302326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2438.45,0.0,0.0,0.0,2759.6588235294116,2738.105882352941,2736.6666666666665,1296.8181818181818,2737.3529411764707,0.0,3012.3333333333335,0.0,0.0,0.0,0.0,755.0,0.0,0.0,0.0,1051.0,1061.6666666666667,0.0,1043.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1603.0,1595.7179487179487,1956.5384615384614,0.0,0.0,1955.0,0.0,0.0,0.0,0.0,0.0,0.0,2467.7272727272725,2445.6666666666665,0.0,2470.818181818182,0.0,2763.769230769231,2739.9876543209875,0.0,0.0,2771.0,0.0,3051.64,0.0,3050.3333333333335,0.0
41,721.84,739.04,721.96,721.6823529411764,722.12,1028.08,1034.7530864197531,1037.3820224719102,1010.9466666666667,1037.6813186813188,1299.047619047619,1323.0,1306.4,1312.28,1306.4,1592.92,1593.2680412371135,1593.8979591836735,1593.76,1593.5454545454545,1903.0,1901.6818181818182,1903.0,1903.0,1902.857142857143,2173.6,2155.28,2160.7078651685392,2161.45,2172.56,2445.56,2443.64,2463.0,2461.35,2455.96,2728.090909090909,2730.44,2736.16,2728.2413793103447,2728.1182795698924,3028.217391304348,3018.84,3027.0,3027.0,3028.1139240506327,0.0,0.0,0.0,0.0,0.0,0.0,1010.1578947368421,1012.4545454545455,0.0,1011.0,1291.0,1299.0,0.0,0.0,0.0,0.0,1567.0,1583.0,0.0,1583.0,1902.1,1876.3333333333333,1902.142857142857,1902.064935064935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2458.2289156626507,2437.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3026.0,3026.2087912087914,0.0,0.0,0.0,0.0,746.2,0.0,0.0,0.0,0.0,1037.72,0.0,1323.0,1345.6666666666667,0.0,0.0,0.0,0.0,1619.0,1619.0,0.0,0.0,1905.439024390244,1926.111111111111,1904.3658536585365,1905.4878048780488,1928.25,0.0,0.0,2185.909090909091,2187.0,0.0,0.0,0.0,2464.2631578947367,0.0,0.0,2753.782608695652,0.0,0.0,2753.153846153846,2752.714285714286,3053.0,0.0,3033.0975609756097,3029.1686746987953,3053.4761904761904
42,710.1460674157304,724.84,709.8915662650602,716.24,709.5,1017.56,1000.72,1017.32,1017.72,1017.52,1303.64,1304.1612903225807,1304.3333333333333,1304.2929292929293,1304.32,1568.6907216494844,1567.0,1576.2,1568.591836734694,1569.0869565217392,1891.76,1895.88,1891.72,1889.76,1893.32,2155.72,2112.0,2148.0526315789475,2147.7906976744184,2148.409090909091,2432.04,2428.52,2431.72,2423.740740740741,2431.4,2707.32,2699.28,2700.6615384615384,2707.24,2709.44,3027.0,2773.989010989011,2996.56,2999.5714285714284,395.33734939759034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.0,1283.0,1295.0,0.0,1559.0,1542.4,0.0,1559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2677.75,0.0,0.0,3025.6341463414633,2615.0,0.0,634.0,0.0,733.9090909090909,0.0,733.3529411764706,0.0,731.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1329.0,0.0,0.0,0.0,1591.0,1590.6363636363637,0.0,1591.0,1591.0,0.0,0.0,0.0,0.0,0.0,0.0,2171.0,2172.5652173913045,2172.1428571428573,2171.3333333333335,0.0,0.0,0.0,2446.7894736842104,0.0,0.0,0.0,2724.4736842105262,0.0,0.0,3032.1052631578946,2963.0,0.0,3023.222222222222,2938.529411764706
43,719.0,719.0,719.0,719.0,719.0,1039.0,1039.0,1038.8588235294117,1039.0,1045.6,1325.56,1325.2222222222222,1325.2,1325.5454545454545,1325.3673469387754,1588.0786516853932,1587.3456790123457,1594.04,1587.1860465116279,1597.56,1924.2727272727273,1916.64,1925.08,1925.313253012048,1924.28,2186.906976744186,2175.44,2186.770114942529,2187.0,2187.577319587629,2450.1,2476.813953488372,2468.8,2477.945054945055,2477.5416666666665,2743.0,2746.7272727272725,2747.0,2743.9484536082473,2747.0,3042.492957746479,3030.48,3041.7733333333335,3042.222222222222,3043.044943820225,718.9069767441861,718.6410256410256,718.746835443038,718.6315789473684,718.7435897435897,1038.3411764705882,1038.2808988764045,1031.0,0.0,0.0,0.0,1299.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0,0.0,1901.0,0.0,0.0,0.0,0.0,2164.4285714285716,0.0,2163.923076923077,2186.3846153846152,2164.3333333333335,0.0,2452.4285714285716,0.0,2453.6666666666665,2453.0,2737.55,2722.6666666666665,2745.8571428571427,2721.6666666666665,2745.8571428571427,3018.6666666666665,0.0,3018.6190476190477,3018.1666666666665,3018.2727272727275,719.5714285714286,719.9462365591398,719.8842105263158,720.0322580645161,719.9263157894737,1039.9767441860465,1039.5238095238096,1061.5714285714287,1062.2,0.0,0.0,0.0,0.0,1335.0,1335.0,1609.1818181818182,1613.3157894736842,0.0,1610.3846153846155,0.0,0.0,0.0,0.0,1951.4705882352941,0.0,0.0,0.0,0.0,2188.0,0.0,2475.0,0.0,0.0,0.0,0.0,2744.1052631578946,0.0,2747.8311688311687,0.0,2747.883116883117,3051.0,0.0,3051.0,3052.0,0.0
