23_6000_mean_middle,23_16800_mean_middle,18_3000_mean_middle,18_16800_mean_middle,23_10000_mean_middle,13_6000_mean_middle,18_6000_mean_middle,13_3000_mean_middle,18_8000_mean_middle,13_10000_mean_middle,28_16800_mean_middle,18_10000_mean_middle,13_8000_mean_middle,53_8000_mean_middle,53_6000_mean_middle,53_10000_mean_middle,53_3000_mean_middle,33_16800_mean_middle,13_16800_mean_middle,53_16800_mean_middle,43_8000_mean_middle,18_6000_mean_upper,38_3000_mean_upper,38_8000_mean_middle,18_6000_mean_lower,28_8000_mean_upper,23_6000_mean_upper,13_10000_mean_upper,13_6000_mean_lower,13_6000_mean_upper,43_6000_mean_upper,28_6000_mean_upper,33_8000_mean_upper,33_3000_mean_upper,13_3000_mean_upper,18_3000_mean_upper,18_10000_mean_lower,13_8000_mean_upper,43_8000_mean_upper,18_10000_mean_upper,43_3000_mean_upper,28_10000_mean_upper,33_6000_mean_upper,18_8000_mean_upper,13_10000_mean_lower,28_16800_mean_lower,23_6000_mean_lower,33_10000_mean_upper,23_8000_mean_upper,38_8000_mean_upper,Sensor ID
1328.2,1302.076923076923,1069.24,1069.2857142857142,1303.0,827.0,1069.4,827.0,1069.6122448979593,827.0,1590.3846153846157,1071.0,827.0,2995.0,2995.2051282051284,2995.0,2995.0,1959.0,827.0,3006.5,2443.88,0.0,0.0,2248.12,0.0,1597.046511627907,0.0,827.0,826.36,827.0,0.0,1595.5333333333333,1959.8979591836733,1959.923076923077,827.0952380952381,0.0,1070.04,827.0909090909091,0.0,1071.0,0.0,1592.6190476190477,1960.0731707317077,1079.0,826.52,0.0,0.0,1960.021276595745,1354.2727272727273,0.0,1
1235.0,1247.56,967.2608695652174,954.2,1235.0,679.0,954.52,679.0,955.56,679.64,1522.92,943.0,679.0,1891.24,2951.0,2972.36,2945.8,1811.3636363636365,679.0,1855.878048780488,2381.16,0.0,2123.8,2117.72,0.0,1539.0,1235.9795918367347,0.0,678.9047619047619,679.6530612244898,2398.428571428572,0.0,1839.857142857143,1839.857142857143,679.8888888888889,975.0,942.1666666666666,679.0888888888888,0.0,944.0,2395.0,0.0,1839.8695652173917,0.0,0.0,0.0,1234.8947368421052,1839.842105263158,1235.8,0.0,2
1296.5111111111112,1296.6744186046512,1007.0,1020.92,1297.212765957447,717.24,1005.96,718.04,1006.0697674418604,717.88,1584.2444444444443,1029.9333333333334,718.04,2997.32,3000.44,2996.12,2995.4,1888.6,717.7272727272727,2992.84,2440.92,0.0,2185.8571428571427,2163.9166666666665,0.0,0.0,1321.0,0.0,0.0,0.0,0.0,1581.6666666666667,0.0,0.0,0.0,1008.6842105263158,1007.0,0.0,0.0,0.0,0.0,1587.0,0.0,1030.428571428571,0.0,1561.4,1287.0,0.0,1317.0,2187.0,3
1318.6521739130435,1319.0,1028.84,1031.0,1317.64,736.92,1087.0,737.16,1063.24,737.08,1628.469387755102,1030.3513513513512,736.68,2999.0,2999.0,2999.0,2999.0,1923.0,736.84,2999.608695652174,2486.404255319149,1105.909090909091,0.0,2224.04,1030.2,0.0,1368.3333333333333,0.0,0.0,0.0,0.0,1683.0,1971.6666666666667,1924.021276595745,0.0,0.0,1023.0,0.0,0.0,1104.3333333333333,0.0,0.0,1931.0,0.0,0.0,0.0,1311.0,1971.0,0.0,0.0,4
1332.92,1332.76,1047.2448979591836,1045.6976744186047,1333.48,743.0,1046.2888888888888,741.88,1047.24,743.0,1587.48,1046.1020408163265,743.0,2110.76,3034.76,3073.612244897959,3045.468085106383,1902.441860465116,742.8947368421053,3058.44,2471.0,0.0,0.0,2173.4,1022.2,0.0,0.0,743.6511627906976,742.6190476190476,743.695652173913,2473.4186046511627,0.0,1903.102564102564,1903.1818181818185,0.0,0.0,0.0,743.7272727272727,2471.4,1055.0,0.0,0.0,1903.7179487179487,0.0,742.3488372093024,0.0,0.0,1904.636363636364,0.0,2197.4,5
1279.0,1285.72,1033.2564102564102,1057.0408163265306,1289.24,0.0,1044.36,759.24,1032.3877551020407,750.76,1595.4,1032.9166666666667,748.2,3021.56,3034.555555555556,3018.44,3010.2820512820517,1896.6666666666667,759.72,3027.4,2471.88,0.0,2219.0,2191.425531914894,0.0,1587.571428571429,1283.7111111111112,0.0,0.0,152.12,0.0,1585.9473684210527,0.0,0.0,0.0,1057.1818181818182,0.0,0.0,0.0,1059.0,0.0,1589.7368421052631,1923.0,1055.0,0.0,0.0,1278.4736842105262,0.0,0.0,2217.6666666666665,6
1307.0,1318.28,1044.36,1042.8367346938776,1306.1,736.12,1044.44,737.0,1045.08,736.12,1580.36,1043.65306122449,735.56,3026.12,3027.470588235294,3030.36,2999.32,1895.32,734.4,2836.583333333333,2454.92,0.0,0.0,2181.96,0.0,1595.0,1308.8947368421052,0.0,0.0,0.0,0.0,1603.0,1911.3902439024391,1911.1,0.0,0.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1305.8837209302326,0.0,0.0,0.0,7
1357.72,1349.8695652173913,1060.68,1068.5454545454545,1348.68,751.8888888888889,1045.095238095238,752.6585365853658,1045.32,752.4736842105264,1628.84,1045.32,753.0952380952381,3047.8,3035.0,3036.904761904762,3036.1,1918.52,777.046511627907,3036.428571428572,2490.2,1068.5,2197.6341463414637,2195.0,0.0,1642.5,0.0,776.6666666666666,0.0,779.0,2493.243902439024,1643.8,1929.6315789473683,0.0,776.3333333333334,0.0,0.0,777.0,2512.6,0.0,2515.6666666666665,0.0,1951.571428571429,0.0,0.0,0.0,0.0,0.0,1359.0,2203.4210526315787,8
1373.125,1441.8333333333333,1109.16,1107.9795918367347,1412.28,828.2,1108.28,827.0,1108.2,827.0,1611.0,1108.52,828.04,3054.5652173913045,3016.2,3056.583333333333,3029.4,1949.4,790.44,2757.488888888889,2484.818181818182,0.0,0.0,2213.612244897959,0.0,0.0,1441.6666666666667,827.5454545454545,0.0,0.0,2483.0,1612.090909090909,1947.25,1947.744186046512,827.8695652173913,0.0,0.0,0.0,0.0,0.0,0.0,1612.128205128205,1947.72,0.0,826.4545454545455,1610.4893617021276,1322.6666666666667,1947.5106382978724,0.0,0.0,9
1365.72,1368.84,1083.0,1074.44,1373.6938775510205,771.56,1081.4,771.9795918367347,1083.0,795.0,1628.2682926829268,1081.72,771.3333333333334,3075.0,3052.2,3075.0,3051.8,1934.2,779.8,3078.68,2516.6,0.0,0.0,2208.84,0.0,0.0,0.0,0.0,0.0,0.0,2520.777777777778,0.0,0.0,1943.355555555556,799.0,1083.5263157894738,0.0,797.0,0.0,0.0,0.0,1628.6,0.0,1084.142857142857,770.2,0.0,0.0,0.0,0.0,0.0,10
1347.0,1345.428571428571,1066.12,1082.36,1344.4736842105262,749.64,1090.2,776.52,1063.4166666666667,749.48,1611.977777777778,1067.0,749.204081632653,3059.0,3046.28,3059.32,3037.190476190476,1925.88,774.8709677419355,3059.75,2463.4651162790697,0.0,0.0,2192.12,1063.0,1637.6666666666667,1348.4634146341464,0.0,0.0,0.0,0.0,0.0,1928.2,0.0,0.0,0.0,1066.0,775.0,2486.428571428572,1067.2051282051282,2507.0,0.0,0.0,1091.0,0.0,1590.0,1346.0243902439024,0.0,0.0,0.0,11
1329.8,1314.68,1043.8333333333333,1037.0,1329.530612244898,755.0,1044.04,754.52,1043.0,754.5918367346939,1585.48,1043.0,755.0,3034.1020408163267,3032.0731707317077,3033.72,3016.469387755102,1911.48,755.0,3035.0,2467.0,0.0,0.0,2183.0,0.0,1595.6315789473683,0.0,763.0,753.9268292682926,755.9230769230769,0.0,1603.0,1927.0,1927.0,0.0,1051.0,1042.6923076923076,755.7,2467.8571428571427,1043.936170212766,0.0,0.0,0.0,1043.8333333333333,0.0,0.0,0.0,1926.2,0.0,0.0,12
1328.6,1328.04,1035.0,1035.0,1329.16,720.0526315789474,1035.0,745.7272727272727,1033.56,719.6086956521739,1598.28,1034.2,731.96,3035.0,3035.0,3035.222222222222,3025.72,1893.5454545454545,744.5454545454545,3028.12,2452.5813953488373,1035.2926829268292,0.0,2176.28,1034.2340425531916,1585.2,0.0,746.0,0.0,745.0,2477.0,0.0,1919.0,0.0,0.0,1036.5813953488373,0.0,0.0,2476.714285714286,0.0,2477.6666666666665,0.0,1918.0,0.0,0.0,0.0,0.0,0.0,1346.2727272727273,0.0,13
1311.0,1310.52,1024.04,1023.0,1318.84,733.24,1023.0,733.16,1023.56,733.32,1579.96,1022.44,733.24,3014.04,3014.92,3014.12,3021.16,1911.0,733.56,3020.44,2446.1428571428573,1024.0666666666666,0.0,2178.04,1022.4736842105264,1595.0,1312.1818181818182,0.0,0.0,0.0,2471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2467.4444444444443,0.0,2467.0,0.0,1911.0,0.0,0.0,0.0,1310.4146341463415,0.0,1311.4761904761904,0.0,14
1303.96,1303.3809523809523,1042.265306122449,1043.0,1303.65306122449,751.0,1043.0,750.1304347826087,1045.0408163265306,751.0,1592.1914893617022,1044.8333333333333,751.0,3041.2127659574467,3029.8571428571427,3040.30612244898,3019.782608695652,1902.2888888888888,739.0,3055.16,2464.2,1043.878048780488,0.0,2168.04,1042.142857142857,0.0,0.0,751.4878048780488,749.1224489795918,751.0975609756098,2475.0,0.0,1879.8372093023256,1880.531914893617,0.0,1051.0,1021.0,751.1818181818181,0.0,0.0,0.0,0.0,1881.7555555555557,0.0,749.9565217391304,1571.0,0.0,0.0,1304.1162790697674,0.0,15
1353.56,1361.3,1057.938775510204,1069.48,1352.44,788.2,1068.12,763.0930232558139,1058.4,780.92,1630.7837837837835,1057.88,778.12,3035.0,3035.818181818182,3035.3076923076924,3062.84,1934.84,787.96,3051.64,2475.0,0.0,2230.6363636363635,2203.8,0.0,1628.3333333333333,0.0,0.0,762.2,0.0,2475.5853658536585,0.0,0.0,1938.0,789.2857142857143,1067.0,0.0,0.0,2475.279069767442,0.0,2502.2,1627.0,1942.111111111111,1083.8,0.0,1607.0,0.0,1942.111111111111,0.0,0.0,16
1309.4,1319.24,1018.28,1023.0,1307.0,732.68,1018.04,731.96,1020.92,733.0,1572.84,1021.64,732.6,3025.4489795918366,3025.0,3025.8,3027.0,1878.744680851064,732.68,3010.12,2443.96,0.0,0.0,2203.190476190476,0.0,0.0,0.0,0.0,0.0,0.0,2444.116279069768,0.0,1879.75,1879.595744680851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1879.8,0.0,0.0,0.0,0.0,1909.0,0.0,0.0,17
1313.96,1319.32,1023.2553191489362,1034.44,1306.9,729.72,1031.16,729.8571428571429,1022.3191489361702,730.28,1580.84,1024.36,739.4,3018.12,3027.0,3016.68,3015.0,1910.3,741.16,2993.08,2458.44,0.0,2200.333333333333,2175.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1603.0,0.0,1891.19512195122,755.0,1041.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,18
1319.0,1319.936170212766,1035.0,1033.893617021277,1319.0,734.52,1035.0,729.56,1036.44,743.0,1579.0,1035.0,743.0,3038.68,3029.32,3030.6,3031.24,1904.68,744.3617021276596,3037.8,2456.276595744681,1035.9302325581396,0.0,2179.4,1034.3170731707316,1605.0,1319.9302325581396,743.8421052631579,0.0,0.0,2485.0,1603.0,1896.8461538461536,1920.0,0.0,1035.936170212766,1033.893617021277,744.1,2483.0,1035.4102564102564,2458.2380952380954,0.0,1895.5128205128208,0.0,741.6666666666666,1577.8837209302326,1318.3,1919.0,1319.857142857143,0.0,19
1332.04,1049.88,1021.32,706.12,1332.0434782608695,680.3877551020408,1021.88,680.3913043478261,1021.72,681.48,396.1707317073171,1023.0,679.0,3031.0,3031.0,3030.894736842105,3024.68,1239.8,411.0,399.0975609756098,2462.68,0.0,0.0,2195.0,0.0,0.0,0.0,0.0,0.0,707.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.938775510204,680.3333333333334,0.0,1023.1052631578948,0.0,0.0,1911.5,0.0,0.0,0.0,0.0,1911.0,0.0,2195.651162790697,20
1325.8,259.09302325581393,1035.0,1045.96,1323.0,739.4,1035.0,739.72,1035.0,740.04,1606.047619047619,1045.72,739.6530612244898,3044.6363636363635,3044.155555555556,3043.0,3043.8,1926.44,740.04,3044.75,2449.818181818182,1035.4651162790697,0.0,2181.048780487805,1034.3777777777775,1607.0,0.0,0.0,0.0,0.0,0.0,0.0,1931.0,0.0,0.0,1036.4222222222222,0.0,0.0,2475.0,0.0,2472.333333333333,0.0,0.0,1035.4545454545455,0.0,1582.0,0.0,0.0,1347.0,0.0,21
1353.32,1359.08,1046.04,1046.6,1332.6744186046512,841.16,1045.64,840.68,1045.24,840.76,1600.84,1045.72,840.84,3024.84,3013.72,3025.32,3063.372093023256,1967.085106382979,841.08,2906.2820512820517,2445.583333333333,0.0,0.0,2199.390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0,0.0,0.0,0.0,0.0,0.0,2471.0,0.0,2470.0,0.0,0.0,0.0,0.0,0.0,0.0,1967.923076923077,1380.6,2225.5,22
1351.96,1359.8,1056.5510204081634,1069.64,1357.88,745.1904761904761,1065.56,771.7441860465116,1067.8,771.1739130434783,1635.6666666666667,1071.88,752.52,3074.04,3064.04,3059.96,3069.08,1937.72,781.16,3057.72,2479.972972972973,0.0,0.0,2183.9,0.0,0.0,0.0,0.0,0.0,771.5,2479.372093023256,0.0,1956.2631578947369,1975.888888888889,0.0,1079.0,0.0,0.0,2504.090909090909,0.0,2503.0,0.0,1972.3333333333333,0.0,746.0,1611.3636363636365,0.0,1975.0,0.0,2208.2,23
1316.84,1322.28,1031.88,1034.36,1307.0,730.44,1020.3,730.28,1019.936170212766,729.4,1592.8666666666666,1020.28,731.0,3016.387755102041,3017.5454545454545,3016.12,3016.4736842105262,1885.1739130434785,744.92,3014.909090909091,2440.2380952380954,1045.8,0.0,2169.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1907.571428571429,1907.909090909091,0.0,0.0,0.0,731.8,2464.0,0.0,0.0,0.0,1907.5833333333333,1047.0,0.0,1567.8,0.0,1907.1,0.0,2195.0,24
1341.5777777777778,1357.64,1062.68,1080.0731707317073,1341.4615384615386,790.3170731707318,1054.8222222222223,776.92,1053.4888888888888,776.76,1627.0,1071.56,775.64,3078.76,3080.12,3078.52,3071.8888888888887,1921.08,779.16,3079.8,2476.333333333333,1082.0,2253.0,2218.36,1043.0,1653.0,1367.0,0.0,766.5555555555555,0.0,2499.8,1651.0,0.0,0.0,0.0,0.0,0.0,0.0,2498.2,0.0,2503.8888888888887,1655.0,0.0,1079.8,0.0,1626.3846153846157,0.0,0.0,1368.3333333333333,0.0,25
1349.0,1346.52,1067.08,1050.2,1348.68,775.0,1067.0,774.2,1067.8,774.04,1610.6,1067.0,774.12,3060.6,3052.1428571428573,3047.833333333333,3058.12,1913.24,773.8,3057.16,2467.4210526315787,1068.1162790697674,0.0,2200.2,1066.2631578947369,1619.7,0.0,0.0,773.9268292682926,775.9230769230769,0.0,0.0,1923.0,0.0,0.0,0.0,0.0,0.0,2491.0,0.0,0.0,1619.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
1334.76,1333.8695652173913,1048.36,696.76,1335.0,763.16,1048.12,763.0,1048.36,763.0,1625.9333333333334,1048.84,762.3469387755102,3042.92,3052.6666666666665,3029.7906976744184,3055.0,1933.9166666666667,779.24,3062.92,2465.3673469387754,0.0,2171.8205128205127,2170.92,0.0,0.0,0.0,763.7441860465116,0.0,0.0,0.0,0.0,0.0,0.0,764.4285714285714,0.0,0.0,771.0,2487.0,0.0,2471.4102564102564,0.0,0.0,0.0,762.1428571428571,1599.8,0.0,0.0,1343.0,0.0,27
1331.48,1313.08,1039.0,1039.0,1330.84,757.64,1039.0,757.08,1039.0,755.0,1592.68,1039.0,755.96,3059.56,3037.64,3073.5263157894738,3034.0222222222224,1908.2,749.8,3023.5405405405404,2459.72,1039.75,0.0,2185.333333333333,1038.8048780487804,1603.0,0.0,755.5333333333333,0.0,0.0,0.0,1603.0,1903.8,0.0,0.0,1039.5,1038.6279069767445,0.0,0.0,1039.608695652174,0.0,1592.047619047619,0.0,1039.65306122449,754.4545454545455,0.0,0.0,0.0,0.0,0.0,28
1355.6315789473683,1355.88,1069.72,1069.4489795918366,1356.6,751.5714285714286,1069.56,751.8,1069.8,775.0,1619.0,1069.32,761.72,3066.92,3073.8695652173915,3048.5813953488373,3074.720930232558,1928.4222222222224,766.76,3066.84,2480.92,0.0,2191.8695652173915,2191.408163265306,0.0,0.0,1380.3333333333333,775.8421052631579,0.0,774.0,0.0,0.0,0.0,1951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.0,1616.8,0.0,0.0,0.0,2219.0,29
1312.68,1312.021276595745,1042.12,1056.9,1312.12,745.7755102040817,1049.32,745.530612244898,1032.795918367347,747.0,1589.96,1044.76,747.0,3049.72,3027.72,3047.96,3017.0,1900.12,757.72,3054.76,2466.6,0.0,0.0,2193.48,0.0,1604.8181818181818,0.0,749.8421052631579,0.0,775.0,0.0,0.0,1915.6666666666667,1915.0,767.0,0.0,0.0,747.5263157894736,0.0,0.0,0.0,1604.3333333333333,0.0,1059.0,745.9090909090909,0.0,0.0,0.0,1332.3333333333333,0.0,30
1331.44,1346.72,1057.6262626262626,821.2,1331.92,765.56,1057.44,765.64,1057.52,765.6262626262626,1622.08,1057.28,766.12,3090.0,3089.56,3090.1111111111118,3090.48,1923.4,765.6938775510204,3088.12,2511.0,0.0,0.0,2188.08,0.0,0.0,0.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2515.4444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
1319.0,1319.0,1024.7777777777778,1035.64,1319.0,779.2758620689655,1025.72,736.64,1024.8,755.0,1595.28,1024.8181818181818,755.4675324675325,3049.026666666666,3047.5714285714284,3040.48,3042.0,1899.96,779.530612244898,3016.896907216495,2456.2380952380954,0.0,2185.823529411765,2175.4,0.0,1601.0,1319.5176470588235,755.8275862068965,755.3076923076923,0.0,2480.846153846154,0.0,1918.2,0.0,0.0,1035.0,0.0,779.1818181818181,2479.5,1035.0,2481.222222222222,1603.0,1919.5,0.0,754.4022988505748,0.0,1318.3258426966293,1919.3636363636365,1319.7228915662652,0.0,33
1259.0,1258.3734939759036,969.52,969.4691358024692,1258.0707070707072,653.6823529411764,969.5858585858584,675.989247311828,969.7070707070708,665.68,1494.578947368421,969.48,665.24,2948.090909090909,2939.96,2941.04,2944.301204819277,1828.857142857143,658.92,2940.92,2363.6,979.0,2107.0,2096.3164556962024,0.0,1521.7692307692307,1259.7692307692307,0.0,0.0,677.9333333333333,2363.9,1503.470588235294,1855.0,1852.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2364.0526315789475,1522.6666666666667,0.0,979.0,0.0,0.0,1257.964705882353,0.0,0.0,0.0,34
1300.6774193548388,1301.4651162790697,1012.72,1011.8,1301.0869565217392,861.84,1012.24,804.32,1012.3737373737374,861.64,1587.76,1012.3333333333334,863.0,3017.12,3029.813186813187,3014.76,3029.8,1924.4,861.6262626262626,3015.72,2475.0,0.0,2189.782608695652,2189.88,0.0,1666.3684210526317,1349.4,0.0,0.0,0.0,0.0,1639.0,0.0,0.0,0.0,0.0,1003.0,863.1012658227849,2477.6987951807228,0.0,0.0,0.0,0.0,1023.0,0.0,0.0,1291.0,0.0,0.0,0.0,35
1345.574712643678,1353.44,1064.4949494949494,1054.88,1345.72,743.68,1067.0,743.36,1067.0,743.52,1616.857142857143,1067.0,743.6,1856.68,3047.903225806452,3085.712643678161,3043.56,1950.28,743.9620253164557,3077.44,2459.8,1068.2857142857142,0.0,2196.454545454545,1066.1052631578948,1627.0,1368.8461538461538,0.0,0.0,0.0,0.0,1619.9156626506024,1963.0,0.0,0.0,0.0,1066.2444444444443,0.0,0.0,1067.4819277108434,0.0,0.0,0.0,1067.8636363636365,0.0,1595.0,0.0,1957.4,0.0,0.0,36
1311.0,1307.888888888889,984.84,975.5473684210526,1311.24,739.76,975.757894736842,739.7272727272727,975.4848484848484,739.8080808080808,1561.379746835443,975.6464646464648,739.929292929293,405.59090909090907,3018.1724137931037,3047.848484848485,3019.0,1903.530120481928,597.24,383.7894736842105,2433.488888888889,995.0,0.0,2172.212121212121,0.0,0.0,1311.7710843373493,0.0,0.0,0.0,2457.782608695652,1595.0,1903.93023255814,1903.629213483146,0.0,0.0,0.0,0.0,2456.6,999.0,2463.0,0.0,1903.7058823529408,0.0,715.0,473.75,1309.952380952381,1904.10843373494,0.0,0.0,37
1348.84,1348.0,1102.36,1075.96,1348.72,753.28,1101.6666666666667,752.72,1102.125,752.32,1663.0,1067.8,753.72,421.8085106382979,3014.0,3053.595744680851,3014.182795698925,1937.16,753.4,3035.28,2435.0,0.0,0.0,2199.0,1028.0,0.0,0.0,0.0,0.0,0.0,2443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2435.423529411765,0.0,2435.9876543209875,0.0,0.0,0.0,0.0,1661.571428571429,0.0,0.0,0.0,2200.1428571428573,38
1340.3877551020407,1373.8354430379748,1071.0,1071.0,1323.0,865.6,1071.0,867.0,1071.0,865.989898989899,1578.560975609756,1071.0,864.84,2991.0,2995.742268041237,2991.0,2991.0,1947.0,867.0,2991.5128205128203,2437.8282828282827,1071.893617021277,2240.0526315789475,2239.0,1070.7037037037037,0.0,1471.0,875.0,0.0,0.0,2462.5,0.0,1947.584269662921,1947.5393258426968,867.2962962962963,1071.9462365591398,1070.4352941176471,0.0,2463.0,1071.7191011235957,2439.4102564102564,0.0,1947.7272727272727,1071.860215053763,0.0,0.0,0.0,1947.6265060240964,1324.1358024691358,2239.8172043010754,39
1321.64,1308.8,1040.2,1039.6382978723404,1321.76,728.88,1039.0,728.96,1042.76,738.2,1586.76,1041.585858585859,728.96,3023.6,3009.368421052632,3027.68,3040.44,1924.0,728.6190476190476,3031.0,2457.88,1043.8,0.0,2187.6,1035.0,1595.7179487179487,0.0,0.0,0.0,0.0,2470.818181818182,1603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1051.0,0.0,0.0,1955.0,0.0,0.0,0.0,0.0,1956.5384615384612,0.0,0.0,40
